falha_tipo_falha,min_humidity,max_humidity,avg_humidity,min_temp_motor1,max_temp_motor1,avg_temp_motor1,min_temp_motor2,max_temp_motor2,avg_temp_motor2,min_temp_motor3,max_temp_motor3,avg_temp_motor3,min_vibrationhz_x,max_vibrationhz_x,avg_vibrationhz_x,min_vibrationhz_y,max_vibrationhz_y,avg_vibrationhz_y,min_vibrationhz_z,max_vibrationhz_z,avg_vibrationhz_z,min_noise_dba_motor1,max_noise_dba_motor1,avg_noise_dba_motor1,min_noise_dba_motor2,max_noise_dba_motor2,avg_noise_dba_motor2,min_noise_dba_motor3,max_noise_dba_motor3,avg_noise_dba_motor3
0,20,72,48.92,12,29,17.0,7,30,20.08,5,29,19.67,10,20,14.58,12,21,15.75,10,21,15.42,21,64,41.0,18,61,35.58,29,64,44.42
0,17,80,45.75,5,27,16.33,10,31,21.25,5,34,19.75,10,21,15.67,10,21,14.75,11,19,15.67,16,62,40.83,16,56,34.67,16,64,40.67
0,17,82,50.17,5,29,13.42,7,29,16.83,6,34,22.17,10,19,14.08,11,20,16.17,11,20,16.0,20,60,37.58,27,64,45.75,24,53,39.58
0,16,84,43.08,5,27,14.33,7,30,18.67,6,34,20.75,11,20,15.42,11,21,15.67,10,21,16.92,19,62,39.58,16,64,42.5,16,59,38.0
0,17,77,49.83,5,26,18.0,6,31,17.5,7,32,20.17,10,19,13.67,11,21,16.83,11,20,16.33,15,61,32.75,17,64,34.92,19,64,38.42
0,16,77,40.0,5,26,16.75,5,29,16.67,5,34,22.08,10,21,14.92,10,21,15.58,11,19,15.58,20,64,39.5,18,64,35.75,16,60,41.5
0,29,81,53.67,9,29,17.25,6,32,15.42,7,31,19.92,10,20,13.83,10,21,15.33,10,21,15.83,22,58,43.58,17,63,40.25,15,62,39.58
0,17,82,43.42,6,27,14.67,5,26,15.75,6,34,21.5,12,21,17.5,10,21,15.67,10,21,16.17,17,62,43.33,15,63,41.08,23,64,43.42
0,16,77,40.83,10,29,18.08,6,30,20.33,11,30,19.17,10,20,15.67,10,20,14.83,10,20,15.0,16,63,44.08,22,64,39.17,16,59,36.67
0,16,83,51.08,7,29,15.67,7,29,20.17,8,25,16.67,10,21,16.67,10,20,15.75,10,20,14.92,21,63,42.5,16,60,36.08,21,58,35.67
0,23,76,47.5,5,27,15.92,6,31,18.33,7,34,19.42,10,21,14.67,11,21,15.58,10,21,15.92,18,63,45.67,19,64,37.83,19,64,36.92
0,20,79,55.33,9,29,20.5,8,31,19.33,6,33,21.75,13,21,17.92,10,19,15.08,10,20,13.83,21,62,41.75,18,62,48.67,19,58,40.08
0,18,82,45.67,8,25,18.33,5,27,14.75,7,34,17.08,10,20,15.5,10,20,14.42,10,21,16.83,23,61,39.67,18,59,36.83,18,64,42.83
0,22,78,46.08,5,28,14.17,6,30,21.0,9,30,19.5,11,20,14.42,10,21,15.42,11,21,16.67,21,59,45.17,15,64,37.67,16,60,36.67
0,21,80,55.92,6,29,19.92,5,29,15.83,5,34,16.58,10,21,15.92,10,19,14.83,13,21,16.08,15,64,43.42,15,63,41.67,19,54,38.33
0,25,78,46.83,8,29,18.08,6,31,18.0,6,34,21.83,10,21,14.83,13,21,16.58,10,19,14.92,16,64,38.92,16,64,41.25,15,50,35.17
0,16,83,46.42,9,29,18.58,5,29,18.42,6,34,24.42,10,21,15.5,11,21,16.67,10,20,14.83,19,61,37.17,19,49,35.17,18,61,31.67
0,26,81,53.42,8,28,16.92,8,28,19.42,5,31,19.83,10,21,15.17,12,21,16.83,10,21,16.58,15,56,34.08,16,64,39.25,16,61,38.83
0,31,83,59.58,9,29,20.75,5,29,17.75,6,33,20.58,10,21,16.67,10,20,15.25,12,21,17.0,15,52,32.0,17,50,34.08,20,63,44.25
0,16,76,48.08,5,29,15.58,7,31,21.25,6,30,19.83,12,20,16.08,12,21,17.25,10,21,13.75,17,60,38.08,16,52,28.67,15,61,31.83
0,22,81,52.83,10,29,20.17,9,31,20.33,7,34,19.92,12,21,17.08,10,20,14.17,10,21,16.33,22,62,46.33,20,60,43.75,15,56,36.08
0,15,81,50.42,7,29,18.92,6,26,18.08,6,31,18.5,10,21,15.17,10,21,15.42,11,21,15.67,18,64,41.17,16,56,37.83,16,59,41.42
0,19,75,45.5,7,28,16.92,9,31,20.83,5,32,20.17,10,21,16.42,10,21,14.33,10,21,15.25,20,61,42.83,15,59,36.92,16,60,35.58
0,21,81,51.73,5,25,16.27,6,32,18.36,5,33,14.18,10,21,15.82,10,20,15.73,10,20,14.55,16,63,36.55,17,60,38.91,19,64,37.91
1,42,42,42.0,7,7,7.0,13,13,13.0,16,16,16.0,19,19,19.0,16,16,16.0,13,13,13.0,59,59,59.0,57,57,57.0,22,22,22.0
0,16,81,50.08,5,26,16.08,5,29,14.33,10,32,22.0,10,18,13.42,11,18,15.08,10,21,17.0,19,58,44.58,20,63,43.08,19,59,39.75
0,17,83,44.83,6,26,16.08,5,32,17.67,9,34,24.42,12,20,16.0,11,21,15.92,11,21,15.92,17,58,35.58,15,48,33.42,28,62,48.83
0,16,70,47.5,6,27,17.42,5,26,15.08,5,33,19.42,10,21,15.33,12,21,16.58,10,21,14.75,15,58,43.67,16,60,38.67,37,64,49.67
0,16,81,51.67,6,29,16.0,5,31,16.58,10,34,21.17,10,21,15.5,10,21,15.92,10,21,16.83,16,51,31.25,16,56,33.25,21,63,43.92
0,20,82,51.75,6,29,19.17,9,30,19.08,5,32,18.08,10,20,14.08,10,21,16.42,13,20,16.83,19,62,36.67,25,56,37.83,17,64,44.0
0,15,83,45.17,6,26,15.5,10,32,22.25,5,34,17.67,10,21,15.42,10,21,15.92,10,21,16.33,17,62,34.42,21,62,46.08,17,62,39.92
0,19,80,49.58,12,28,20.08,6,30,13.67,5,33,23.42,10,21,15.5,11,20,14.0,11,21,16.67,15,64,37.83,16,64,40.25,16,49,33.92
0,16,73,43.58,6,28,20.67,6,32,18.0,8,33,23.42,10,19,14.25,10,20,14.08,10,21,15.5,15,60,37.58,17,59,33.92,18,62,40.67
0,15,84,47.17,7,27,20.17,9,32,22.08,5,34,15.75,10,21,15.17,10,20,15.58,11,20,14.75,16,60,38.42,22,61,42.75,23,60,44.58
0,19,76,51.0,8,27,18.75,5,28,16.25,10,32,19.75,10,20,14.92,10,21,14.75,11,20,14.33,15,64,36.83,20,63,44.0,19,62,40.75
0,16,76,44.17,7,28,18.25,5,31,18.25,7,33,20.5,10,20,13.92,10,21,14.75,10,21,13.75,15,59,30.58,28,61,44.92,18,52,39.08
0,16,82,42.92,7,29,20.33,7,29,16.83,5,31,17.67,10,21,14.0,11,21,16.67,10,20,15.17,23,61,38.67,20,59,38.92,21,56,36.58
0,17,81,44.75,9,27,17.67,12,32,19.83,5,33,16.5,12,21,16.42,10,21,14.92,12,21,16.83,16,63,38.75,20,64,41.58,16,63,41.42
0,25,79,55.67,8,27,17.58,6,31,16.42,11,34,21.08,11,18,14.08,11,20,15.67,10,20,14.92,26,60,43.58,15,63,36.0,15,57,38.92
0,25,76,48.67,5,22,13.25,9,30,20.58,6,31,20.25,11,21,14.67,11,21,15.0,10,21,15.58,16,64,42.75,15,59,35.25,18,64,37.08
0,19,79,47.83,8,26,14.83,6,32,20.92,6,34,18.83,10,21,16.92,10,21,13.75,10,21,15.75,15,63,47.75,16,63,42.08,17,64,37.92
0,16,75,40.25,8,26,17.33,5,29,16.75,5,34,19.67,10,20,14.58,10,21,15.33,10,20,14.42,17,59,40.58,20,63,42.83,15,63,32.75
0,17,73,39.25,7,28,17.42,6,32,21.08,5,34,15.83,11,21,13.5,10,21,14.67,15,20,17.08,15,59,31.0,17,50,31.5,21,61,38.75
0,15,81,51.08,5,29,18.67,5,32,17.42,5,32,18.75,11,19,14.33,13,21,16.25,11,21,15.92,37,62,48.0,15,58,30.92,16,60,37.75
0,22,78,58.17,5,28,18.42,9,29,20.0,5,34,17.5,10,21,15.67,11,21,15.83,10,21,15.17,26,57,40.33,16,55,35.17,17,58,41.58
0,17,84,46.92,8,25,15.58,9,32,26.33,6,34,21.25,10,18,14.67,10,21,15.42,13,21,16.58,18,62,37.92,16,63,30.0,22,64,41.75
0,16,83,57.92,7,29,17.42,5,28,18.42,5,33,17.5,10,20,15.42,10,19,14.0,10,20,15.0,17,64,46.58,27,64,48.17,20,58,43.58
0,15,79,43.33,5,28,15.0,12,31,22.58,5,26,17.5,10,21,15.08,10,20,15.33,10,19,14.92,16,63,36.67,16,61,42.83,15,63,36.0
0,15,82,51.0,9,29,19.25,7,32,20.33,5,34,17.17,11,21,16.42,10,19,15.33,10,21,16.83,17,60,43.42,18,53,32.75,21,58,34.08
0,18,78,52.83,5,26,14.83,12,32,20.83,10,30,22.67,10,21,16.75,11,20,15.67,10,21,15.83,15,56,39.33,16,64,33.5,26,60,44.08
0,16,84,53.33,5,28,18.25,5,32,17.08,13,30,20.75,11,19,15.08,11,21,15.5,10,21,15.75,25,61,42.25,21,61,40.92,16,62,38.08
0,36,76,55.83,6,26,12.67,5,30,18.17,9,34,20.17,13,20,16.25,11,21,17.5,10,21,14.42,24,62,41.83,16,60,40.33,22,63,41.0
0,23,76,47.42,5,28,18.17,6,31,19.0,7,34,19.08,10,20,16.92,10,20,16.08,10,19,15.0,17,62,37.83,19,50,34.33,20,52,38.17
0,24,72,44.58,7,28,18.25,5,31,18.25,6,28,17.83,10,21,15.25,10,21,16.67,11,21,15.67,20,63,42.25,16,62,35.25,15,63,33.83
0,33,83,60.17,5,27,16.75,11,32,19.92,6,34,19.83,10,21,15.17,10,21,13.58,12,20,15.92,17,61,39.75,17,64,35.92,22,63,41.0
0,17,80,48.92,7,27,17.0,5,29,14.92,9,34,25.25,10,20,15.42,10,21,15.25,14,21,16.75,16,64,37.83,23,63,42.08,16,60,40.75
0,19,82,49.92,6,28,19.75,5,31,19.42,6,33,20.0,11,21,15.17,10,21,15.17,12,19,15.75,21,63,42.92,18,52,37.17,20,61,43.0
0,18,81,56.33,6,29,17.75,7,32,22.08,9,30,22.25,10,20,15.67,11,20,15.67,10,21,14.75,15,62,46.58,18,58,37.0,23,60,42.75
0,25,72,49.5,8,26,17.42,8,32,21.33,6,34,18.58,10,20,13.17,10,21,14.67,10,21,15.08,15,60,36.08,21,63,48.0,18,64,38.5
0,17,69,39.58,7,28,17.75,6,26,16.67,5,31,19.0,11,21,15.17,11,21,15.5,10,21,16.67,18,59,41.0,15,49,33.42,19,61,34.58
0,16,80,51.17,7,27,19.17,7,26,15.17,5,32,19.42,10,20,14.5,10,20,14.42,10,21,16.0,21,64,43.42,16,62,38.0,17,62,37.42
0,17,75,44.92,7,29,17.75,7,29,20.25,5,31,21.67,11,21,15.42,10,21,14.75,11,21,15.83,18,62,43.5,17,64,42.08,18,64,37.08
0,23,83,50.33,5,29,15.75,6,30,20.08,11,31,20.58,10,21,14.17,11,20,16.33,10,20,13.58,17,59,34.67,15,51,30.25,17,64,40.42
0,16,76,41.83,7,29,16.08,7,28,18.42,5,34,17.17,10,21,16.42,10,17,13.5,10,21,14.42,15,62,34.17,26,57,43.58,16,64,39.25
0,15,73,43.5,7,29,19.0,7,32,20.67,6,34,21.42,10,21,15.67,10,21,15.58,10,21,14.17,15,51,38.25,16,60,35.67,17,55,37.42
0,17,75,41.83,5,27,14.5,5,30,18.83,5,33,21.67,10,21,15.17,10,20,16.0,10,21,16.33,16,63,41.33,28,64,46.42,15,64,41.0
0,18,79,47.67,6,29,18.08,8,28,14.25,6,34,20.0,10,20,16.33,10,21,16.33,10,21,15.83,24,64,43.75,15,64,32.75,20,55,36.67
0,18,62,39.25,5,29,14.17,5,30,18.92,8,33,19.58,11,21,16.33,11,21,15.33,11,21,15.17,21,62,48.83,24,62,45.83,25,63,42.5
0,18,64,39.17,5,28,15.83,6,32,18.0,7,31,18.92,10,20,14.67,10,21,16.42,10,19,13.33,17,63,35.58,16,62,37.08,18,60,41.75
0,17,84,42.33,6,29,16.67,5,30,20.42,5,28,14.75,12,21,15.25,10,20,13.5,10,19,14.25,17,63,43.25,19,54,38.33,17,64,37.25
0,20,83,47.25,6,29,16.83,7,31,22.42,5,29,15.5,10,21,15.08,11,20,15.33,10,21,15.75,15,61,33.17,21,62,40.92,22,60,43.58
0,26,84,57.92,10,29,18.0,5,27,17.5,6,31,20.42,10,21,17.33,13,21,15.92,11,21,15.0,21,60,42.33,15,61,32.0,19,61,42.42
0,19,81,43.25,6,28,14.42,5,23,14.58,6,34,19.0,10,21,16.67,10,21,16.67,14,21,18.25,15,62,38.42,21,60,40.75,19,60,42.42
0,16,80,50.67,6,23,16.75,6,31,13.75,6,34,24.67,11,21,16.42,12,21,15.33,10,21,14.17,18,64,45.33,18,58,37.17,19,61,38.5
0,15,81,43.08,5,26,15.75,6,28,18.42,5,31,17.5,10,21,14.33,10,21,13.75,10,21,15.08,16,54,31.92,16,58,34.25,17,64,37.58
0,18,67,44.08,8,26,16.67,5,29,21.33,6,30,18.75,11,20,15.0,11,21,17.17,11,20,15.5,15,57,41.0,15,57,36.5,15,64,39.17
0,25,81,58.75,10,28,19.5,5,32,17.42,5,31,21.33,12,21,15.5,10,21,16.25,10,21,16.08,20,63,39.33,16,61,35.5,20,58,36.17
0,25,75,55.58,6,27,16.83,8,32,17.83,5,32,18.17,10,21,15.33,10,21,15.33,10,20,15.08,20,63,37.17,18,63,41.33,19,63,43.08
0,34,72,54.0,6,28,18.08,6,32,15.83,6,31,19.0,10,20,16.17,10,21,15.67,11,20,16.0,18,56,37.5,15,62,36.58,16,58,38.17
0,18,81,57.83,6,27,14.5,5,32,17.5,7,34,21.42,12,20,15.08,11,21,15.92,11,21,14.08,15,61,30.17,15,63,35.92,27,63,42.42
0,15,72,47.92,5,29,17.75,15,31,22.33,5,34,22.5,10,19,14.92,10,21,14.42,12,21,16.83,17,63,43.67,19,60,39.08,24,59,43.17
0,18,84,47.0,5,27,18.5,8,32,22.17,6,33,22.0,10,21,14.5,10,21,15.0,10,21,16.92,19,59,41.08,37,64,51.17,16,59,34.5
0,17,71,44.58,5,23,13.92,5,29,17.67,5,30,13.58,12,21,17.17,10,21,17.17,10,21,14.83,17,59,37.42,23,64,41.25,23,62,40.83
0,16,55,34.0,5,29,16.5,5,30,19.67,9,34,24.25,12,21,15.92,10,21,16.17,10,21,15.25,16,63,32.17,17,57,35.58,16,62,40.33
0,15,83,49.83,8,27,15.17,5,29,16.5,8,29,18.92,11,20,14.42,10,20,14.42,10,21,16.0,15,64,39.33,23,61,39.42,15,62,33.58
0,16,81,51.08,6,29,18.25,7,31,20.0,5,28,15.5,10,19,14.42,10,21,15.0,10,21,15.58,15,54,34.5,18,64,37.42,25,64,42.33
0,26,83,46.25,6,26,17.58,6,32,19.0,6,33,16.92,11,21,15.75,10,18,14.33,10,20,14.67,18,60,38.67,15,64,38.75,18,64,46.0
0,17,78,40.92,10,25,17.83,9,29,18.0,5,32,15.67,11,20,16.25,10,21,16.17,10,21,15.42,19,61,34.17,19,64,40.58,15,62,35.08
0,16,79,46.17,8,29,19.25,5,32,22.75,7,33,19.0,10,21,15.67,10,20,15.67,12,21,16.33,17,57,37.5,16,58,34.75,15,64,43.83
0,19,77,46.75,16,26,21.0,5,29,12.83,12,34,26.75,10,21,15.67,13,21,17.0,10,21,17.33,28,59,44.25,23,63,45.42,15,54,31.83
0,27,80,56.5,8,27,17.75,5,31,16.08,5,34,18.5,11,20,16.25,11,21,16.08,10,19,14.75,18,57,37.83,19,54,40.75,19,64,42.58
0,17,82,51.75,9,25,16.08,6,32,16.75,11,32,21.75,10,21,15.42,11,19,14.33,10,21,15.42,17,64,42.33,15,61,36.67,17,60,42.5
0,22,77,46.58,9,27,15.58,5,28,15.25,9,31,20.42,11,21,16.33,10,21,14.08,10,21,14.33,16,64,39.83,15,60,36.83,16,55,41.17
0,15,83,53.58,5,29,20.0,6,30,16.83,6,33,20.5,10,20,14.92,10,21,15.08,10,21,14.42,25,61,36.42,15,62,34.5,21,63,46.08
0,22,75,51.5,5,29,16.92,5,30,19.17,7,29,17.5,10,21,15.42,10,21,15.75,10,20,15.58,17,61,33.58,20,64,41.58,16,64,38.25
0,15,84,41.17,8,29,18.17,7,29,18.5,10,33,22.25,10,21,14.33,13,20,17.0,10,21,16.58,21,50,36.17,18,60,39.58,19,60,36.17
0,20,76,43.33,7,29,17.92,5,30,15.58,5,34,19.67,10,21,16.67,10,21,15.42,10,21,15.17,15,61,43.67,20,60,41.17,19,53,34.0
0,18,81,43.58,5,29,16.92,5,27,16.08,5,33,22.33,10,21,15.42,10,21,14.92,11,21,15.25,18,62,38.5,16,64,34.5,28,61,44.17
0,19,75,48.5,8,28,18.92,8,27,18.08,5,34,20.17,10,21,15.75,10,21,15.33,10,21,15.08,20,64,41.75,17,63,39.25,15,64,37.33
0,17,77,50.5,5,26,17.5,7,31,20.92,6,33,22.75,10,21,16.25,10,21,16.75,10,21,14.33,16,63,31.58,17,62,36.33,15,59,36.67
0,22,81,49.5,6,28,15.42,9,29,16.75,8,32,19.08,10,21,15.67,10,21,16.08,11,21,15.25,16,57,30.58,17,59,40.83,25,61,41.25
0,17,84,60.08,6,27,18.5,5,31,20.92,7,34,20.5,11,21,15.25,11,18,14.67,10,21,16.0,18,59,42.92,17,64,42.08,20,59,43.0
0,16,67,45.67,5,26,15.5,5,30,19.92,6,33,22.67,12,21,16.25,10,20,14.75,11,21,15.17,16,55,31.33,15,64,42.17,15,63,34.0
0,20,82,51.08,6,28,17.17,5,31,20.42,6,34,23.42,11,21,17.0,11,21,16.17,10,20,14.17,18,63,40.92,23,61,44.75,20,64,48.33
0,19,82,49.42,8,26,15.58,6,32,17.92,10,26,19.17,11,18,13.5,10,21,14.08,13,20,15.92,29,63,47.58,19,64,39.58,20,64,40.42
0,19,65,42.92,5,29,18.67,7,31,18.25,6,33,21.67,10,20,14.58,11,21,15.25,10,21,13.67,15,60,39.0,17,64,40.0,18,57,35.92
0,19,82,52.67,6,24,13.42,5,32,19.0,5,34,19.5,10,20,15.5,11,21,14.75,10,21,16.67,18,64,38.92,16,61,38.75,18,61,43.58
0,20,82,55.83,7,29,17.83,9,31,20.75,9,34,22.0,10,20,15.5,11,21,14.5,11,21,15.25,20,58,40.0,22,62,40.33,25,62,43.42
0,16,84,48.67,9,27,17.17,8,32,19.17,5,33,19.08,10,21,14.08,10,21,16.67,10,21,14.17,19,64,44.83,24,52,41.0,20,62,41.5
0,21,69,44.67,6,26,17.33,5,32,19.5,5,29,17.42,10,21,15.25,10,21,16.42,10,21,16.08,16,62,35.08,16,60,35.0,18,64,38.17
0,23,77,47.67,7,28,17.33,7,31,19.42,5,28,17.75,10,21,16.17,10,21,17.33,11,20,15.58,20,64,40.83,18,63,37.0,22,64,44.0
0,15,83,56.67,5,29,19.75,6,31,20.42,15,34,21.83,10,21,15.75,10,21,15.75,10,20,16.33,25,57,44.92,16,64,33.58,16,63,41.5
0,34,79,57.58,8,29,20.0,5,32,17.67,7,30,19.25,10,21,15.33,10,21,15.17,10,21,15.5,16,53,36.25,18,58,34.42,16,56,36.92
0,18,83,44.42,5,28,15.67,7,29,17.58,5,34,20.83,10,19,13.67,10,21,16.25,10,21,16.0,16,63,37.33,18,62,39.75,15,61,42.0
0,15,84,50.42,6,28,18.75,10,32,22.67,5,32,18.58,12,21,15.67,13,20,16.5,10,21,15.67,26,63,42.33,18,53,34.92,27,63,46.25
0,19,78,49.58,6,28,13.58,7,32,18.75,5,33,16.75,10,20,15.08,10,21,15.58,10,21,14.92,15,57,30.58,30,62,45.25,20,64,38.08
0,21,84,54.92,5,29,17.17,8,26,15.58,6,33,20.92,10,21,15.08,10,21,15.25,10,20,14.17,16,64,44.25,16,64,40.17,16,64,37.75
0,18,79,40.75,5,25,14.0,5,24,13.17,11,33,23.33,10,19,13.5,11,21,16.42,10,21,13.17,20,63,46.67,16,61,35.83,23,63,48.0
0,29,80,51.25,12,28,19.67,7,31,21.42,8,33,19.17,10,20,15.58,13,21,16.83,12,21,16.75,15,57,37.75,16,64,44.25,17,62,39.58
0,18,65,44.08,6,25,14.25,5,32,16.83,6,33,19.67,10,21,14.92,10,20,14.67,11,20,14.83,15,62,37.33,19,61,35.0,22,63,37.25
0,20,82,49.92,5,29,17.0,10,32,16.92,6,34,20.75,10,21,15.67,11,21,16.33,10,19,15.58,19,61,41.42,21,60,41.75,18,60,39.08
0,20,82,51.83,6,28,15.67,6,31,19.0,5,30,14.42,11,19,14.33,11,20,15.08,10,19,15.25,15,61,33.67,15,63,38.08,16,55,41.17
0,15,81,49.33,6,29,20.67,6,32,18.58,8,32,18.58,10,21,16.25,10,21,16.08,10,21,16.08,15,64,40.42,16,58,36.25,18,60,39.25
0,25,78,53.17,8,29,21.42,5,29,18.0,9,31,16.92,11,19,15.58,11,21,17.83,11,21,16.58,16,59,39.33,16,62,35.92,20,63,40.92
0,15,79,49.33,5,28,18.92,6,30,18.83,9,34,19.42,10,21,15.92,10,21,16.17,10,21,14.75,17,59,33.42,15,56,35.83,17,62,31.25
0,21,82,50.67,6,29,18.42,5,32,20.42,6,34,17.25,10,20,14.92,10,21,14.5,12,21,17.58,27,60,44.83,19,64,43.5,16,60,38.92
0,17,82,57.0,7,26,17.83,8,32,23.25,6,33,14.75,11,21,15.92,10,21,14.42,11,21,15.75,21,62,34.08,16,62,34.0,15,64,36.17
0,16,81,44.67,7,22,15.83,9,32,20.42,6,34,21.83,11,21,16.08,11,21,16.5,10,21,15.17,18,52,31.92,16,63,37.08,18,57,36.75
0,17,72,41.33,5,28,15.42,5,30,15.83,5,34,21.5,10,17,12.75,10,20,14.58,10,21,15.67,17,62,41.42,24,57,45.5,25,61,42.75
0,27,82,57.58,5,27,17.08,6,31,16.08,7,34,23.33,11,21,16.42,10,21,15.08,11,21,15.67,18,59,38.83,23,63,40.0,18,63,41.58
0,15,82,48.75,6,29,17.17,5,31,17.83,8,32,22.75,12,20,16.58,11,21,17.08,10,21,16.42,20,64,41.67,19,59,42.83,21,59,45.5
0,15,84,51.45,5,29,14.0,6,32,16.45,6,33,17.09,11,21,16.55,10,20,15.27,10,20,16.18,22,62,36.27,26,63,46.64,24,58,40.09
0,15,74,56.83,6,27,15.0,7,31,17.92,5,33,20.0,13,21,16.67,11,21,16.67,10,21,14.83,20,54,37.0,15,56,36.33,15,62,45.5
0,16,78,53.0,6,28,18.42,5,32,15.25,5,34,17.75,10,20,15.17,11,20,15.08,11,21,16.33,17,63,38.17,15,59,30.92,15,64,39.42
0,18,68,41.42,5,29,16.08,5,32,16.0,11,32,21.83,11,21,15.0,11,21,15.75,10,21,16.58,16,59,39.83,18,53,37.58,16,63,43.67
0,17,83,45.33,9,27,17.67,11,32,22.25,5,28,14.17,10,20,14.5,11,21,16.33,11,21,16.83,19,49,32.58,16,61,36.17,15,57,36.25
0,26,81,57.08,8,29,21.92,6,29,19.0,8,34,22.25,10,21,15.67,11,21,16.83,11,21,16.08,15,62,37.5,19,64,37.42,16,63,47.67
0,15,84,40.83,5,29,16.08,9,32,26.0,6,32,21.17,10,20,14.83,10,20,15.17,11,21,15.92,20,62,42.33,16,61,34.58,16,61,35.75
0,28,83,57.17,8,26,16.58,9,30,16.58,5,33,17.0,11,20,16.17,10,21,17.08,10,21,15.67,20,62,45.33,15,64,36.83,18,63,42.17
0,22,79,53.67,5,28,16.58,13,30,22.83,5,30,15.83,12,20,15.0,11,20,16.08,10,21,15.33,16,58,30.33,22,62,43.75,19,63,39.42
0,17,76,44.58,5,27,16.92,8,28,19.42,5,34,20.08,10,21,16.33,11,21,15.08,12,20,16.08,35,56,44.0,15,63,39.42,15,48,34.17
0,16,81,57.83,10,29,20.83,5,32,20.67,5,34,22.92,10,21,15.25,11,20,15.58,11,21,16.33,15,57,38.75,24,64,46.0,19,59,41.17
0,29,75,51.75,7,29,18.08,9,29,18.92,6,30,15.83,10,19,14.17,12,21,15.5,12,21,15.58,17,61,42.75,16,63,41.33,19,59,36.67
0,23,79,48.42,5,29,15.83,6,31,20.33,6,32,18.92,10,21,15.33,11,20,16.5,10,20,16.17,16,62,43.33,24,63,43.17,20,63,47.0
0,21,83,52.73,5,28,15.91,7,26,16.27,5,34,18.0,10,21,15.45,11,21,18.09,11,21,16.55,15,63,42.91,16,62,32.09,18,62,37.45
1,51,51,51.0,15,15,15.0,16,16,16.0,32,32,32.0,16,16,16.0,15,15,15.0,12,12,12.0,28,28,28.0,19,19,19.0,49,49,49.0
0,43,83,59.17,5,27,16.33,6,32,17.0,5,32,19.67,10,21,16.17,11,21,15.92,10,19,14.58,16,62,41.08,18,63,47.25,16,60,43.67
0,15,51,37.58,5,27,15.25,8,32,20.83,7,34,20.5,10,21,14.58,11,20,14.5,11,21,16.33,17,55,32.0,15,63,37.0,15,59,37.17
0,15,84,45.67,5,27,16.33,9,32,19.92,5,28,15.67,11,21,16.08,10,20,16.42,11,21,16.25,22,62,42.67,18,63,36.83,15,64,33.42
0,20,83,52.83,5,28,15.25,8,27,19.0,5,32,15.08,11,21,16.25,10,20,15.75,12,21,15.83,20,61,46.08,20,63,37.08,16,61,38.83
0,17,84,57.67,5,29,19.17,7,29,19.42,6,33,20.58,10,21,15.17,10,18,13.67,11,21,14.75,22,63,39.58,24,64,45.92,22,62,44.25
0,28,84,60.58,7,27,16.75,11,32,21.25,8,34,22.92,10,21,15.17,11,21,17.17,10,20,15.67,18,61,39.92,20,62,39.17,16,55,40.33
0,19,79,43.75,5,25,16.58,15,29,22.17,5,33,20.25,13,20,15.67,11,21,16.0,12,21,15.33,20,62,38.92,21,62,44.0,18,63,45.33
0,18,67,47.58,12,28,20.5,5,29,14.0,8,34,23.33,11,21,17.33,11,21,15.83,11,21,16.5,16,61,41.0,15,62,38.83,16,63,37.25
0,15,84,45.92,5,28,15.58,12,32,21.42,6,34,23.0,10,20,15.25,11,20,15.58,11,21,14.83,22,64,41.92,26,61,44.0,23,57,38.08
0,18,77,49.5,6,28,16.5,6,31,18.75,6,31,17.92,11,21,14.5,10,20,15.17,11,21,15.83,18,63,38.42,23,63,44.42,19,61,42.17
0,19,76,40.25,6,28,20.92,11,32,20.33,11,33,25.92,11,21,15.33,10,21,14.75,11,20,15.5,16,62,42.0,19,59,35.33,16,60,42.92
0,20,83,51.17,5,28,16.75,7,31,18.0,5,32,18.5,10,20,14.67,10,19,14.83,10,20,14.58,20,61,37.5,17,56,32.33,23,62,46.5
0,15,74,43.18,6,29,18.18,7,32,16.82,8,29,20.18,10,21,15.36,10,21,15.64,10,21,16.18,16,64,39.45,19,64,41.64,16,64,33.27
1,21,21,21.0,5,5,5.0,31,31,31.0,28,28,28.0,11,11,11.0,20,20,20.0,14,14,14.0,50,50,50.0,30,30,30.0,39,39,39.0
0,22,83,49.25,7,29,19.08,5,32,18.25,5,31,18.25,10,21,15.17,10,19,14.67,11,21,15.67,18,61,39.83,24,62,41.58,27,62,43.58
0,15,83,46.0,6,25,14.17,5,30,19.92,5,32,18.83,10,21,17.17,10,19,14.92,11,20,15.25,18,64,43.92,20,64,43.42,15,55,28.58
0,16,82,47.75,5,28,16.67,7,31,14.58,7,34,21.17,10,21,16.58,10,21,15.83,10,21,16.25,25,61,43.0,16,61,39.58,17,51,35.25
0,15,79,52.42,6,29,18.58,6,31,17.08,6,34,18.33,11,21,15.08,10,21,14.58,10,21,15.17,15,64,46.33,24,59,45.08,15,60,42.08
0,19,75,49.33,7,29,20.08,6,31,20.92,5,34,25.75,12,21,17.42,10,21,14.92,11,21,16.42,16,58,36.92,27,62,46.0,22,60,38.08
0,22,76,43.17,5,24,15.08,5,29,15.67,6,31,14.42,10,21,15.42,10,21,15.08,10,21,16.42,15,58,41.5,15,61,35.33,18,60,39.58
