sensor_datehhmm,sensor_ip,min_humidity,max_humidity,avg_humidity,min_temp_motor1,max_temp_motor1,avg_temp_motor1,min_temp_motor2,max_temp_motor2,avg_temp_motor2,min_temp_motor3,max_temp_motor3,avg_temp_motor3,min_vibrationhz_x,max_vibrationhz_x,avg_vibrationhz_x,min_vibrationhz_y,max_vibrationhz_y,avg_vibrationhz_y,min_vibrationhz_z,max_vibrationhz_z,avg_vibrationhz_z,min_noise_dba_motor1,max_noise_dba_motor1,avg_noise_dba_motor1,min_noise_dba_motor2,max_noise_dba_motor2,avg_noise_dba_motor2,min_noise_dba_motor3,max_noise_dba_motor3,avg_noise_dba_motor3,temp_count_hour,sensor_created_at,falha_tipo_falha,falha_error_description,sensor_dayOfMonth
2021-11-26 08:43:00,172.18.0.2,17,80,50.67,7,28,17.92,8,32,17.75,5,34,23.25,10,21,16.33,12,21,15.92,11,20,16.58,18,64,45.33,23,60,39.58,26,60,39.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:44:00,172.18.0.2,17,83,51.17,5,29,17.75,8,29,17.83,7,30,18.33,12,21,16.17,11,21,15.33,11,21,16.75,15,64,41.33,19,64,38.5,17,64,32.17,12,2021-11-26 08:44:19.995000,falha_1,Pequena falha,26.0
2021-11-26 08:45:00,172.18.0.2,16,77,46.42,6,28,14.08,8,30,20.0,5,34,18.67,11,21,14.08,10,21,15.92,12,20,15.0,18,62,39.33,16,51,32.75,22,60,40.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:46:00,172.18.0.2,20,81,42.0,8,29,18.83,6,32,17.67,6,31,17.83,12,21,16.25,10,21,15.67,10,21,15.17,20,62,35.25,26,55,39.5,19,62,32.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:47:00,172.18.0.2,16,80,48.42,5,29,16.67,6,31,16.75,7,34,25.42,10,21,14.67,10,21,15.5,10,21,14.83,18,61,39.67,18,57,40.33,19,62,38.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:48:00,172.18.0.2,18,81,41.83,6,29,18.92,6,24,16.33,6,32,19.83,11,21,14.58,10,19,15.08,11,20,16.0,18,54,42.08,15,61,38.75,16,60,44.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:49:00,172.18.0.2,20,81,45.67,6,28,15.92,7,32,20.08,5,33,18.08,12,20,15.67,10,19,14.25,10,21,15.33,20,62,36.92,17,63,42.25,15,61,44.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:50:00,172.18.0.2,21,84,52.08,6,28,18.67,8,31,19.0,6,28,21.0,10,21,15.83,11,21,17.0,10,21,16.08,15,61,41.83,15,61,38.33,25,64,44.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:51:00,172.18.0.2,21,84,50.08,5,26,17.17,7,27,16.67,5,33,21.0,10,21,16.17,10,20,15.83,11,20,15.5,15,64,44.75,28,62,39.0,15,62,33.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:52:00,172.18.0.2,21,84,49.92,5,29,15.17,6,32,19.58,13,33,21.42,11,20,15.67,10,21,14.75,10,21,16.42,20,56,38.75,16,64,36.08,23,63,41.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:53:00,172.18.0.2,22,77,52.08,6,28,18.83,8,29,19.75,8,32,21.75,10,17,14.0,10,19,15.67,10,21,15.42,21,60,39.33,16,54,32.25,16,61,47.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:54:00,172.18.0.2,18,78,46.83,5,29,15.25,5,32,19.58,9,34,21.58,12,20,16.08,10,20,13.67,11,21,16.0,20,64,42.5,17,63,42.5,15,61,38.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:55:00,172.18.0.2,17,83,44.0,7,29,17.0,5,31,20.33,11,33,24.0,10,21,15.58,11,21,17.0,11,20,15.58,16,63,34.0,15,62,39.58,19,57,39.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:56:00,172.18.0.2,19,81,48.75,6,28,17.17,6,29,18.58,7,33,21.17,10,21,14.58,11,21,15.67,10,21,15.25,19,64,38.17,15,58,31.67,24,64,43.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:57:00,172.18.0.2,17,83,57.5,6,25,16.33,5,29,16.92,5,32,19.0,11,21,16.67,10,21,15.75,10,21,16.17,15,58,37.0,15,58,39.42,15,61,39.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:58:00,172.18.0.2,17,72,43.0,8,28,17.58,5,28,19.25,12,34,24.58,10,21,13.83,10,20,14.17,10,21,16.75,15,62,36.75,15,58,41.83,16,64,47.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 08:59:00,172.18.0.2,18,82,49.58,5,26,16.83,5,32,22.0,6,34,18.75,11,20,14.83,11,20,15.58,10,20,15.17,20,63,45.33,22,61,40.75,18,60,40.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:00:00,172.18.0.2,21,75,45.33,6,24,15.0,6,30,16.75,11,34,24.25,11,21,16.17,10,21,15.58,10,21,16.83,18,58,38.42,17,63,40.5,16,63,38.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:01:00,172.18.0.2,20,78,52.08,5,29,18.83,8,31,21.0,5,33,19.0,10,21,17.08,10,21,15.75,10,19,15.33,21,60,41.83,17,64,36.33,18,61,41.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:02:00,172.18.0.2,19,81,50.33,9,28,18.17,6,31,19.67,7,30,18.92,14,21,17.33,10,21,16.42,10,20,13.83,19,62,36.92,15,58,35.25,20,62,43.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:03:00,172.18.0.2,19,82,45.92,5,29,18.17,7,32,21.0,7,34,22.0,12,21,16.33,10,21,13.75,10,20,14.92,15,64,47.83,16,54,39.17,23,59,42.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:04:00,172.18.0.2,24,75,43.42,5,26,14.25,7,31,18.83,8,33,19.33,10,20,15.42,10,21,15.75,10,20,14.17,18,59,42.08,15,63,37.0,18,63,37.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:05:00,172.18.0.2,16,69,40.25,8,26,16.5,5,32,19.83,5,34,19.58,10,21,16.33,11,21,15.25,11,21,15.08,19,58,38.0,20,60,39.0,17,63,43.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:06:00,172.18.0.2,18,82,45.25,7,28,19.42,6,32,17.92,7,34,16.17,12,20,15.83,10,20,16.17,10,21,15.58,16,58,36.08,21,60,41.92,16,63,39.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:07:00,172.18.0.2,22,80,53.0,5,29,16.0,13,32,20.75,8,34,23.5,10,21,14.58,10,19,14.0,10,21,15.58,19,63,35.75,19,62,38.25,16,60,48.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:08:00,172.18.0.2,24,83,53.58,5,29,13.58,5,32,18.75,8,34,19.83,10,20,15.67,10,21,14.33,10,20,15.75,17,63,38.92,24,56,43.17,21,60,43.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:09:00,172.18.0.2,23,84,52.83,6,21,13.92,7,32,17.75,8,32,21.5,10,21,16.08,10,20,15.25,12,19,16.25,15,64,37.58,15,58,36.42,15,61,39.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:10:00,172.18.0.2,16,82,42.08,8,29,20.17,5,31,15.58,9,32,18.25,12,21,16.0,10,21,15.67,11,21,15.75,16,64,46.17,15,64,42.75,17,64,36.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:11:00,172.18.0.2,16,80,47.17,5,29,14.0,6,30,15.92,5,31,16.92,10,21,13.92,12,20,16.67,10,21,15.83,17,58,32.17,15,60,34.75,15,64,34.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:12:00,172.18.0.2,17,75,46.75,6,29,18.0,5,32,18.42,6,31,16.67,11,21,15.67,10,21,15.67,10,21,15.92,20,63,44.92,15,53,32.75,22,60,43.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:13:00,172.18.0.2,26,79,48.42,9,23,17.0,9,26,17.08,8,34,22.83,10,21,16.25,10,20,15.25,10,21,15.08,22,52,34.17,23,63,40.5,16,62,39.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:14:00,172.18.0.2,18,76,57.17,6,29,15.92,5,32,18.83,8,34,23.75,10,20,16.42,11,21,15.33,11,21,16.25,18,61,42.5,16,53,40.08,18,64,42.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:15:00,172.18.0.2,18,81,55.42,5,27,17.58,9,28,18.67,5,33,18.0,10,21,15.25,11,21,14.42,12,21,16.5,19,63,47.5,16,63,41.75,19,59,30.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:16:00,172.18.0.2,20,79,39.67,8,27,17.25,6,32,17.42,5,34,19.17,10,21,15.17,10,20,13.75,10,21,13.42,16,62,40.17,24,59,43.58,20,64,38.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:17:00,172.18.0.2,21,60,45.0,5,24,12.67,10,32,20.42,8,34,18.0,10,19,14.75,12,21,14.08,11,20,16.25,20,64,40.25,25,63,44.08,17,63,41.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:18:00,172.18.0.2,15,84,50.75,5,25,15.33,5,28,15.58,8,34,20.25,10,20,14.33,10,20,16.08,11,21,16.17,20,64,38.5,16,61,37.83,18,58,42.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:19:00,172.18.0.2,18,76,42.92,5,27,16.92,5,32,23.42,7,32,17.75,11,20,14.75,10,20,15.0,11,18,14.67,19,63,48.42,18,62,37.0,22,64,48.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:20:00,172.18.0.2,15,77,39.75,7,28,17.25,5,31,17.58,11,34,22.08,11,21,15.75,11,20,15.17,14,21,18.0,19,58,41.83,15,58,36.92,22,63,40.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:21:00,172.18.0.2,18,71,42.17,5,26,13.17,10,31,20.58,6,29,18.08,10,21,16.75,11,21,16.92,11,21,16.17,15,64,30.25,16,63,40.75,18,62,41.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:22:00,172.18.0.2,16,81,46.58,8,29,19.75,6,32,13.92,10,32,22.25,10,20,13.92,10,20,14.58,10,20,13.75,16,64,42.67,17,60,31.25,26,62,47.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:23:00,172.18.0.2,17,79,49.5,5,25,13.58,5,27,12.08,5,30,15.17,12,19,15.75,10,21,15.75,10,20,14.75,16,64,39.33,18,64,41.25,15,61,39.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:24:00,172.18.0.2,25,72,41.42,6,25,12.08,6,32,19.08,5,31,18.58,11,21,17.33,10,21,15.5,10,21,14.5,19,60,43.0,16,60,38.17,15,62,39.67,12,2021-11-26 09:24:34.914000,falha_3,Falha Crítica,26.0
2021-11-26 09:25:00,172.18.0.2,21,66,42.58,8,29,18.17,8,32,21.58,5,32,19.67,10,21,15.58,10,21,15.92,10,17,13.67,18,61,42.83,16,55,37.75,16,64,37.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:26:00,172.18.0.2,18,82,52.58,8,22,15.17,7,32,18.5,5,33,19.67,11,21,15.75,10,21,15.5,10,21,16.33,15,62,38.0,18,55,37.0,16,56,39.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:27:00,172.18.0.2,17,84,51.75,6,22,14.75,9,31,16.0,7,33,20.5,11,21,16.17,10,21,15.17,12,21,16.0,18,45,27.75,25,61,42.83,17,62,36.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:28:00,172.18.0.2,22,83,54.83,6,28,14.83,6,32,19.17,6,29,17.83,11,20,14.5,10,21,14.17,10,21,14.08,17,64,42.42,25,64,47.75,16,64,44.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:29:00,172.18.0.2,24,84,63.83,7,26,15.92,5,28,16.33,5,34,16.58,11,21,15.83,10,21,16.58,10,20,14.92,31,60,44.25,16,54,30.17,18,56,38.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:30:00,172.18.0.2,20,75,46.42,5,26,15.83,5,25,15.25,5,31,18.42,10,21,16.33,11,19,15.0,10,19,15.08,15,62,39.75,15,62,36.33,16,62,35.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:31:00,172.18.0.2,19,82,54.08,8,29,18.08,8,29,20.83,6,32,16.25,10,21,15.0,10,21,15.08,10,21,15.25,15,58,37.42,15,60,38.25,16,63,45.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:32:00,172.18.0.2,25,84,47.92,5,27,14.42,6,30,17.42,5,34,19.42,11,19,13.75,10,20,15.75,10,20,14.0,15,54,34.83,17,54,31.5,19,57,38.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:33:00,172.18.0.2,16,76,41.5,5,29,17.42,5,29,17.5,6,33,18.08,10,21,14.5,10,20,14.5,11,21,16.25,15,62,42.67,16,58,31.92,20,56,43.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:34:00,172.18.0.2,18,69,43.08,8,29,20.08,7,32,19.25,7,31,19.08,11,21,12.92,10,21,15.0,11,21,16.42,15,62,42.92,16,60,41.42,15,64,37.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:35:00,172.18.0.2,15,79,46.5,7,23,14.42,6,31,19.33,12,34,21.0,10,21,14.42,10,19,14.83,11,19,14.5,20,55,38.42,20,64,43.83,15,56,37.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:36:00,172.18.0.2,21,84,59.75,6,25,14.08,5,30,18.08,7,30,18.0,10,21,15.75,10,19,15.0,13,20,16.75,16,63,40.83,20,64,39.42,19,62,44.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:37:00,172.18.0.2,18,77,48.58,5,29,17.08,5,31,17.25,8,34,24.58,10,21,14.58,10,20,16.17,10,21,15.5,15,63,45.75,16,60,31.67,16,62,38.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:38:00,172.18.0.2,20,79,48.33,5,27,14.58,5,32,20.75,6,34,19.0,10,21,15.33,11,20,15.83,10,21,15.75,17,64,38.83,16,60,35.92,20,64,41.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:39:00,172.18.0.2,17,84,52.0,7,27,16.0,6,32,18.08,5,33,22.0,10,20,15.5,10,21,16.08,11,21,17.25,17,57,36.75,18,58,33.25,17,64,42.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:40:00,172.18.0.2,19,80,45.75,9,28,20.58,7,31,21.83,5,33,21.33,11,21,14.75,10,21,14.58,10,21,16.0,18,64,42.58,26,62,46.17,15,62,33.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:41:00,172.18.0.2,19,70,49.58,8,29,19.17,5,30,20.17,5,34,22.0,12,21,16.75,10,21,15.08,12,21,17.25,17,64,35.5,15,62,43.67,16,58,36.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:42:00,172.18.0.2,20,81,52.83,9,27,15.58,5,25,19.25,5,34,17.83,12,20,16.42,10,21,16.67,12,21,14.67,38,60,50.75,17,63,35.0,17,60,41.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:43:00,172.18.0.2,18,77,40.75,5,28,16.75,7,32,19.92,5,30,20.25,10,21,15.5,11,21,15.58,11,21,15.83,20,64,43.58,21,64,41.58,15,61,36.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:44:00,172.18.0.2,19,68,38.92,5,29,14.5,7,29,16.67,7,33,16.83,10,19,15.75,10,21,16.42,10,21,16.08,15,61,42.08,26,62,43.5,15,64,41.92,12,2021-11-26 09:44:19.997000,falha_1,Pequena falha,26.0
2021-11-26 09:45:00,172.18.0.2,16,77,48.5,6,27,18.92,11,32,21.08,10,33,20.08,11,21,16.25,12,21,15.67,10,21,14.25,20,56,37.25,23,64,45.67,21,48,33.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:46:00,172.18.0.2,16,72,47.17,8,28,15.17,5,28,16.33,7,33,16.08,10,20,15.0,10,20,16.0,10,21,14.25,23,43,29.0,15,57,32.5,17,51,36.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:47:00,172.18.0.2,20,83,56.0,5,26,13.92,5,31,18.92,8,30,18.08,10,21,14.83,10,21,16.5,11,21,16.42,20,59,42.5,27,62,40.92,21,61,43.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:48:00,172.18.0.2,18,66,45.25,7,29,17.25,11,31,24.0,6,34,18.0,10,21,15.33,10,21,14.75,10,21,15.42,15,63,38.83,15,61,33.67,15,64,34.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:49:00,172.18.0.2,16,74,44.67,7,29,18.0,5,22,14.67,7,33,23.33,10,21,15.25,11,20,16.67,10,21,15.75,23,63,50.58,15,55,34.0,20,61,39.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:50:00,172.18.0.2,34,83,56.17,5,28,15.67,5,32,21.42,10,34,20.83,10,20,15.08,10,21,16.08,10,19,13.92,16,54,34.0,16,57,38.17,17,63,44.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:51:00,172.18.0.2,22,80,51.67,7,29,20.25,5,31,14.67,11,34,23.08,10,21,15.08,11,21,14.5,10,21,16.08,19,64,38.58,16,59,37.17,16,58,35.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:52:00,172.18.0.2,18,84,48.08,8,25,17.08,5,30,18.42,6,33,20.5,10,20,14.25,10,21,15.08,12,21,17.67,15,61,40.67,16,63,38.42,15,60,33.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:53:00,172.18.0.2,15,81,45.5,5,27,14.08,5,30,19.25,7,31,18.17,10,20,16.33,12,20,17.08,11,20,16.17,16,55,35.0,20,58,36.5,25,61,44.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:54:00,172.18.0.2,15,79,44.92,5,25,14.17,5,31,15.08,5,34,18.67,10,21,15.25,12,21,17.92,10,21,14.67,19,63,42.08,15,63,32.58,15,59,38.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:55:00,172.18.0.2,17,75,44.58,7,28,16.25,6,32,18.5,7,34,19.83,10,18,13.42,12,20,15.83,10,19,14.92,16,62,37.75,19,63,40.75,19,62,40.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:56:00,172.18.0.2,27,84,60.92,6,26,13.67,6,32,20.5,6,29,19.42,10,21,16.17,10,20,14.58,10,20,16.33,23,64,42.58,15,62,39.92,16,64,36.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:57:00,172.18.0.2,26,81,54.92,8,29,21.83,6,30,19.33,6,31,17.08,11,20,15.17,10,19,14.25,10,21,14.83,22,59,44.25,20,62,42.17,22,59,39.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:58:00,172.18.0.2,16,79,50.25,11,29,21.33,7,31,21.0,5,34,21.5,10,21,15.0,11,21,16.58,12,21,16.75,23,60,42.17,17,59,32.0,17,61,38.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 09:59:00,172.18.0.2,17,72,48.42,6,29,16.08,7,32,19.25,5,26,15.92,10,21,16.25,12,21,16.17,10,20,16.33,20,59,39.33,17,64,37.75,15,52,30.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:00:00,172.18.0.2,21,80,51.5,7,28,18.5,6,31,20.17,8,34,21.25,11,21,14.75,10,18,15.0,11,21,15.83,17,62,39.0,20,58,35.58,15,55,35.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:01:00,172.18.0.2,22,75,54.42,6,28,17.25,8,23,13.08,7,32,20.17,10,21,14.5,10,21,14.25,10,19,14.17,17,49,33.83,19,58,41.08,28,63,45.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:02:00,172.18.0.2,18,79,50.17,5,28,16.75,7,32,21.08,8,30,15.75,10,21,16.58,10,21,16.58,10,21,17.17,22,61,40.17,15,60,40.5,15,58,38.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:03:00,172.18.0.2,18,78,50.67,13,29,23.5,7,32,20.83,7,33,20.75,10,20,15.17,12,20,16.5,11,19,14.5,20,57,42.75,18,61,36.83,15,57,30.75,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:04:00,172.18.0.2,19,81,50.83,5,28,13.0,5,29,14.92,5,30,19.42,10,20,14.75,10,21,15.42,10,19,15.5,23,64,47.42,25,57,41.25,21,58,36.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:05:00,172.18.0.2,25,84,48.58,6,25,13.5,8,31,18.17,7,34,22.92,10,21,15.83,11,20,15.0,14,21,17.5,15,64,32.75,18,53,35.08,24,62,38.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:06:00,172.18.0.2,18,84,53.42,8,25,15.17,6,31,19.5,8,33,20.0,10,21,15.67,10,19,14.17,10,21,16.25,23,62,46.92,16,63,33.67,16,55,38.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:07:00,172.18.0.2,16,80,50.75,6,26,14.58,6,29,18.25,5,31,18.5,13,20,16.5,11,20,14.92,13,20,16.33,15,64,39.83,19,56,38.25,16,63,39.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:08:00,172.18.0.2,18,80,42.83,6,26,16.42,8,29,17.25,5,34,17.0,12,21,17.75,11,21,16.83,10,21,16.83,23,59,43.33,17,60,39.25,15,50,33.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:09:00,172.18.0.2,17,83,55.0,6,29,20.25,5,30,13.0,7,34,20.42,10,20,15.42,12,21,16.58,10,19,15.83,15,64,42.42,16,60,38.33,16,50,33.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:10:00,172.18.0.2,23,69,45.92,5,28,15.58,5,32,15.67,5,34,19.17,12,21,17.08,10,21,14.92,10,21,16.17,23,64,45.25,15,60,33.75,20,60,37.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:11:00,172.18.0.2,19,79,41.5,6,29,18.25,7,31,19.08,5,33,18.17,10,21,15.67,10,19,13.08,10,18,12.83,20,60,45.42,26,64,47.83,20,62,42.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:12:00,172.18.0.2,31,84,60.92,5,28,17.33,5,31,17.58,7,33,22.92,10,21,15.25,10,21,16.08,10,21,13.83,17,59,41.33,16,59,39.5,15,64,41.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:13:00,172.18.0.2,21,73,43.92,6,29,13.92,6,28,15.25,8,34,17.17,10,21,15.42,10,21,16.17,10,20,14.5,20,63,42.58,15,54,34.92,19,63,39.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:14:00,172.18.0.2,17,83,49.75,7,27,16.33,5,30,16.67,8,34,17.5,10,21,15.75,10,21,14.33,10,20,14.17,16,61,41.67,24,52,38.33,17,62,32.42,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:15:00,172.18.0.2,21,83,52.42,5,29,19.83,5,30,18.67,6,34,22.08,10,21,14.75,10,21,14.75,11,21,16.75,22,64,44.83,25,61,46.5,22,64,42.92,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:16:00,172.18.0.2,16,79,49.17,6,26,15.25,7,30,17.83,8,33,21.58,10,20,15.83,10,20,14.58,10,20,16.17,16,60,38.0,18,62,38.92,15,56,30.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:17:00,172.18.0.2,17,79,38.08,6,26,16.58,5,29,15.58,8,33,19.92,10,21,13.75,11,21,16.42,10,21,14.58,25,64,45.75,23,61,38.0,18,55,35.17,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:18:00,172.18.0.2,15,83,47.67,9,29,17.83,8,32,15.75,6,32,18.42,11,21,15.33,10,19,14.25,12,21,15.92,18,61,36.58,20,63,43.75,34,62,48.33,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:19:00,172.18.0.2,16,79,51.25,6,28,14.67,5,32,17.25,5,30,18.17,12,20,15.25,10,21,14.75,10,21,16.25,15,58,33.0,16,62,37.83,15,62,40.0,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:20:00,172.18.0.2,17,83,46.08,5,26,14.42,6,28,15.92,7,28,17.08,10,19,15.67,12,21,16.92,10,19,14.75,17,56,40.0,15,62,38.58,15,60,38.5,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:21:00,172.18.0.2,22,84,57.42,12,29,19.42,6,31,18.92,5,33,19.5,11,21,16.08,11,21,15.17,10,20,16.92,20,59,42.17,16,62,36.42,16,52,32.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:22:00,172.18.0.2,22,77,47.75,8,28,16.25,8,32,21.33,5,31,16.5,10,21,15.08,10,21,14.08,11,21,16.42,17,61,39.58,16,57,39.67,16,58,37.08,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:23:00,172.18.0.2,20,75,40.17,5,28,15.75,13,31,23.42,9,31,18.75,11,20,15.25,13,20,16.5,10,20,12.75,21,62,40.67,21,61,43.75,25,62,44.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:24:00,172.18.0.2,24,78,48.08,5,25,14.92,6,29,18.5,8,30,15.75,11,20,16.5,11,21,14.92,11,21,16.0,20,62,37.92,19,63,51.5,17,63,37.58,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:25:00,172.18.0.2,18,83,58.5,7,29,18.5,6,32,19.33,5,34,18.08,10,21,15.33,11,21,13.92,10,21,15.67,17,55,32.5,18,64,37.17,18,58,40.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:26:00,172.18.0.2,20,79,45.58,7,26,18.83,11,32,20.25,7,34,21.25,10,21,15.92,10,21,15.83,11,18,15.92,28,63,44.92,16,63,42.58,19,62,40.67,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:27:00,172.18.0.2,16,84,47.58,7,24,18.08,5,32,18.08,6,32,22.17,10,21,13.58,10,21,16.17,12,21,15.17,20,64,44.5,27,63,49.17,27,64,44.83,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:28:00,172.18.0.2,16,80,46.92,12,28,22.25,6,32,17.67,5,33,19.0,10,19,15.0,10,19,14.83,11,21,17.0,15,58,38.92,19,63,36.92,15,62,35.25,12,sem_falha,sem_falha,sem_falha,sem_falha
2021-11-26 10:29:00,172.18.0.2,27,81,60.67,5,29,15.67,6,31,19.5,5,34,20.17,10,18,12.83,10,20,13.08,10,21,15.92,26,59,44.5,19,50,30.92,21,61,42.33,12,sem_falha,sem_falha,sem_falha,sem_falha
